Marulo Travel & Tour Company Limited|မာရုကို ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|4699/2012-2013|03-02-2018||
Myintpyar Thanlwin Travels & Tours Company Limited|မြစ်ဖျားသံလွင် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|857/2012-2013|05-06-2017||
Destination Solutions Travels & Tours Company Limited|ပန်းတိုင်ရလဒ်များခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|3707/2011-2012|02-02-2020||
Sunbird Tours Company Limited|ဆန်းဘတ်တိုး(စ်)ကုမ္ပဏီလီမိတက်|46fc/1997-1998|10-06-2002||
Secret Garden Travels & Tours Company Limited|လျှို့ဝှက်ဥယျာဉ် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|84/2012-2013|03-04-2020||
Skyride Travel & Tours Company Limited|ကောင်းကင်စီး ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ  လီမိတက်|2337/2012-2013|09-09-2020||
Turtle Bay Travels & Tours Company Limited|တားတယ်ဘေး ထရားဗဲ အင် တိုးစ် ကုမ္ပဏီလီမိတက်|277fc/2012-2013|19-12-2017||
World Quest International Tourism Company Limited|ကမ္ဘာ ရှာပုံတော် အပြည်ပြည်ဆိုင်ရာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1228/2003-2004|28-03-2020||
Pann Padauk Travels & Tours Company Limited|ပန်းပိတောက် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1089/2003-2004|24-02-2020||
Taw Win Oasis Travel & Tour Company Limited|တော်ဝင်အိုအေစစ် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2068/2017-2018|27-03-2022||
Korea Myanmar Tour Company Limted|ကိုရီးယားမြန်မာတိုးကုမ္ပဏီလီမိတက်|3fc/1991-1992|10-09-1996||
Royal Cool Mountain International Travel & Tours Company Limited|ရွိုင်ရယ်ကူးလ် မောင်တိန်း အင်တာနေရှင်နယ် ထရားဗဲလ် အဲန် တိုး(စ်) ကုမ္ပဏီလီမိတက်|66fc/2016-2017(npw)|08-12-2021||
Golden Wheel Travels & Tours Company Limited|ရွှေဘီး ခရီးသွားလာရေးလုပ်ငန်းကုမ္ပဏီ လီမိတက်|2091/2016-2017|29-03-2022||
Myanmar Kipling Tours Limited|မြန်မာ ကစ်(ပ်)လင်း တိုး(စ်) လီမိတက်|6fc/2002-2003|26-09-2007||
Myanmar Kipling Tours Limited|မြန်မာ ကစ်(ပ်)လင်း တိုး(စ်) လီမိတက်|6fc/2002-2003|04-09-2018||
Family Dream Travel & Tours Company Limited|မိသားစု အိပ်မက်ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|5657/2016-2017(ygn)|19-03-2022||
Tony Myanmar Travels & Tours Company Limited|တိုနီမြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|1268/2016-2017(ygn)|27-06-2021||
Golden Youth Travel & Tours Company Limited|ရွှေလူငယ် ခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|22/2017-2018(ygn)|02-04-2022||
Tour Loikaw Company Limited|လွိုင်ကော်ခရီးသွားကုမ္ပဏီလီမိတက|5584/2016-2017(ygn)|09-03-2022||
Diamond I Gm Travel & Tours Company Limited|ဒိုင်းမွန်း အိုင်ဂျီ အမိ ထရားဗဲ အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမီတက်|4744/2016-2017(ygn)|17-01-2022||
World Evergreen Travel & Tour Company Limited|ဝေါလ်ဒ် အဲဗားဂရင်း ထရားဗဲလ် အင်န် တိုး ကုမ္ပဏီ လီမိတက်|5342/2014-2015|29-01-2020||
Bonjourmyanmar Travels & Tours Company Limited|ဘွန်ဇူးမြန်မာခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|4747/2016-2017(ygn)|17-01-2022||
Wide View Travel & Tours Company Limited|မြင်ကွင်းကျယ် ခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|761/2006-2007|02-10-2017||
M & J Travels & Tours Company Limited|အမ် အင်(န်) ဂျေ ထရာဗဲ(လ်စ်)အင်(န်)တိုးစ် ကုမ္ပဏီ လီမိတက်|5729/2016-2017(ygn)|22-03-2022||
Myanmar Revival Travels & Tours Company Limited|မြန်မာ ရီဗိုက်ဗဲလ် ထရားဗဲလ်အင်န်တိုး(စ်) ကုမ္ပဏီလီမိတက်|5581/2016-2017(ygn)|09-03-2022||
Berachah Travel And Tours Company Limited|ဗရာခ ခရီးသွား ကုမ္ပဏီ လီမိတက်|5218/2016-2017(ygn)|15-02-2022||
Diamond I Gm Travel & Tours Company Limited|ဒိုင်းမွန်း အိုင်ဂျီ အမိ ထရားဗဲ အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမီတက်|4744/2016-2017|17-01-2022||
Haramain Travels & Tours Company Limited|ဟရာမှိုင်(န်) ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|4103/2012-2013|31-12-2017||
Wonderful Golden Land  Travel & Tour Company Limited|ထူးဆန်းအံဩဖွယ်ရွှေမြေခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|1581/2007-2008|01-02-2020||
Yellow Stone Travels & Tours Company Limited|ရဲလိုးစတုန်း ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3970/2012-2013|20-12-2020||
Tai Fook Travels & Tours Company Limited|တိုင်ဖူ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2335/2012-2013|10-09-2020||
World People^1s Meet Travel & Tour Company Limited|ကမ္ဘာလူသားများဆုံဆည်းရာ ခရီးသွားလာရေး ကုမ္ပဏီလီမီတက်|3201/2011-2012|22-12-2019||
June Empress Travels & Tours Company Limited|ဇွန်ဧကရီ ခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|5621/2016-2017(ygn)|13-03-2022||
Heritage Mandalay Travels & Tours Company Limited|မန္တလေးအမွေအနှစ် ခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|4920/2016-2017(ygn)|29-01-2022||
Golden Trails Travels & Tours Company|ဂိုး(လ်)ဒင်းထရး(စ်)ထရားဗဲ(လ်စ်)အင်(န်)တိုး(စ်)ကုမ္ပဏီလီမိတက်|5261/2016-2017(ygn)|19-02-2022||
Nilar International Travel & Tours Company Limited|နီလာအပြည်ပြည်ဆိုင်ရာခရီးသွားလာရေးလုပ်ငန်းကုမ္ပဏီလီမိတက်|878/2006-2007|19-10-2022||
Maia Travels & Tours Company Limited|မာယာခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|4922/2016-2017(ygn)|29-01-2022||
Yangon Tour Travels & Tours Company Limited|ဟိုတယ်နှင့်ခရီးသွားလာရေးလုပ်ငန်း ကုမ္ပဏီလီမိတက်|763/2003-2004|11-12-2008||
Mi Ti Lahtaw Travels & Tours Company Limited|မိတလထော ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|5427/2016-2017(ygn)|28-02-2022||
Upland Travels & Tours Company Limited|ကုန်းမြင့်သာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလိမိတက်|87/2009-2010|03-05-2018||
Unique Asia Travels &tours Company Limited|အနှိုင်းမဲ့အာရှ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|813/2009-2010|09-09-2019||
West Line Travels & Tourcompany Limied|ဝက်(စိထ်)လိုင်းထရားဗဲ(လ်)အင်(န်)တိုးကုမ္ပဏီလီမိတက်|4800/2016-2017(ygn)|19-01-2022||
Pretty Comet Travels & Tours Company  Limited|ပရစ်တီ ကောမတ် ထရဲဗဲ(လ်) အန် တိုး(စ်) ကုမ္ပဏီ လီမိတက်|4910/2016-2017(ygn)|26-01-2022||
Myanar Shwe Kyet Yet Tours Limited|မြန်မာရွှေကြက်ယက် တိုး လီမိတက်|214fc/2012-2013|19-11-2017||
Oaz Travels & Tours Company Limited|အိုအေဇက် ထရားဗဲ (လ်စ်) အင်(န်)တိုး(စ်) ကုမ္ပဏီလီမိတက်|287fc/2013-2014|10-07-2018||
Sweet Holidays  Travel And Tours Company Limited|ဆွိဟောလီးဒေးထရာဗယ်အန်တိုး(စ်)ကုမ္ပဏီလီမိတက်|5153/2016-2017 (ygn)|12-02-2022||
New Wings(nw) Travels & Tours Company Limited|တောင်ပံသစ်(အန်ဒဗလျူ) ခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|4951/2016-2017(ygn)|31-01-2022||
Itinerary 196 Travels & Tours Company Limited|အိုင်တီးန်ရဲရီး ၁၉၆ ထရာဗဲလ်အန်တိုးစ် ကုမ္ပဏီ လီမိတက်|4597/2016-2017(ygn)|08-01-2022||
Nan Taung Tan Travel & Tour Company Limited|နန်းတောင်တန်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5154/2016-2017(ygn)|12-02-2022||
Bhamo Thu Travels & Tours Company Limited|ဗန်းမော်သူ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1843/2013-2014|14-07-2018||
Budget Tour Company Limited.|ဘတ်ဂျက်(ထ်)  တိုး ကုမ္ပဏီ လီမိတက်|2279/2013-2014|08-08-2018||
Global Champion Travel& Tours Company Limited|ဂလိုဘယ်ချန်ပီယံထရားဗဲ(လ်) အင်(န်)တိုးကုမ္ပဏီလီမိတက်|5385/2016-2017(ygn)|26-02-2022||
Yangon International Tours Company Limited|ရန်ကုန်အင်တာနေရှင်နယ်တိုး ကုမ္ပဏီ  လီမိတက်|1567/ 2007-2008|10-02-2013||
Pick-a-trip Travel & Tours Company Limited|အကြိုက်ဆုံးခရီးစဉ် ခရီးသွား ကုမ္ပဏီ လီမိတက်|4862/2016-2017(ygn)|24-01-2022||
Phone Kyi Phyu Travel & Tours Company Limited|အမှတ်(၁၁၂၅)၊ သုနန္ဒာလမ်း၊ (ဋ)ရပ်ကွက်၊ မြောက်ဥက္ကလာပမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး။|4853/2016-2017(ygn)|23-01-2022||
Enjoy Bagan Travel And Tour Company|အင်(န်)ဂျိုင်း ပုဂံ ထရားဗဲလ် အင်(န်)တိုး ကုမ္ပဏီ လီမိတက်|4564/2016-2017(ygn)|05-01-2022||
Sanda Tours (asia) Company Limited|စန္ဒာတိုး (အာရှ) ကုမ္ပဏီ လီမိတက်|36fc/1998-1999|16-02-2003||
Discovery Destination Management Travels & Tours Company Limited|ဒစ်စကာဗာရီဒက်စတီနေးရှင်းမန်းနေ့ဂ်ျမန့်ထရာဗဲလ်အန်တိုးကုမ္ပဏီလီမိတက်|698fc/2013-2014|04-12-2018||
Sara Travels And Tours Company Limited|ဆာရာ ထရားဗဲ(လ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီလီမိတက်|392fc/2013-2014|18-08-2018||
Rahamart Hill Travels & Tours Company Limited|ရာဟာမက် ဟေး ထရားဗဲ(လ်)အန် တိုး(စ်) ကုမ္ပဏီ လီမိတက်|4218/2013-2014|03-12-2018||
Sri Asia Tourism Service Company Limited|ဆရီအေးရှားခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|325/1991-1992|09-12-1996||
Silver Crown Gyoe Phyu Travels &tours Company Limited|ငွေသရဖူ ဂျိုးဖြူ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3290/2011-2012|02-01-2017||
Silk Road To Asia Travels &tours Company Limited|အာရှပိုးလမ်းမကြီးဆီသို့ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3139/2011-2012|19-12-2016||
Silver Wings Travels & Tours Company Limited|ဆေးလ်ဗားဝင်း ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|4859/2012-2013|12-02-2018||
Green  Olive Travels& Tours Company Limited|စိမ်းလန်းသံလွင် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လိမိတက်|3490/ 2011-2012|18-01-2017||
Pink Lotus Travel & Tours Company Limited|ပန်းရောင်ကြာပန်း ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3229/2011-2012|26-12-2016||
Royalty Travels & Tours Company Limited|မြင့်မြတ်တော်ဝင် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|738/2005-2006|21-07-2019||
Green Banyan Tree Travels And Tours Company Limited|ဂရင်းဘန်ရန် ထရီး ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3504/2012-2013|25-11-2017||
Royal Ngapall Travels & Tours Company Limited|တော်ဝင်ငပလီ ခရီးသွားလုပ်ငန်း|20/ 2004-2005|01-04-2020||
Green Tea Asia Travels & Tours Company Limited|အာရှ လက်ဖက်စိမ်း ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|429/2010-2011|20-06-2015||
Green Sky Myanmar Tour Company Limited|စိမ်းလဲ့ဝေဟင် မြန်မာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1747/2010-2011|07-12-2015||
